family,feature_set_id,feature_set_label,features,target_id,target,target_title,model,model_label,validation,n,mae,rmse,r2
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,Internal balanced 5-fold CV,30,9.236761629118474,11.101361687033087,0.9179013109086293
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,External validation,8,19.768589461805597,21.931302541610865,0.032042283827732665
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,Internal balanced 5-fold CV,30,10.652613247574928,12.817653487433217,0.8905537788694153
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,External validation,8,27.467768516714816,32.65241387804439,-1.145646237856469
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,Internal balanced 5-fold CV,30,10.594611610325497,12.884279876380104,0.8894130149231612
laos,formulation_eta50,formulation + $\eta_{50}$,"yp_pct,xanthan_pct,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,External validation,8,27.64734435642595,34.426459083606396,-1.3851310485065036
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GPR_Matern_ARD,GPR-Matern-ARD,Internal balanced 5-fold CV,30,0.039353533209817354,0.0457567620525565,0.9930625758942895
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GPR_Matern_ARD,GPR-Matern-ARD,External validation,8,0.09660287069297008,0.16165751422723273,0.7872941479057451
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,KernelRidge_RBF,KRR-RBF,Internal balanced 5-fold CV,30,0.0751089180260752,0.12500209537680412,0.9482247430963611
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,KernelRidge_RBF,KRR-RBF,External validation,8,0.09116017247061656,0.17816254738828546,0.7416428571652048
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,SVR_RBF,SVR-RBF,Internal balanced 5-fold CV,30,0.04379995573131111,0.05925283515540333,0.9883666191154343
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,SVR_RBF,SVR-RBF,External validation,8,0.08290731249428646,0.1564797842758503,0.8007014572637218
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,Ridge,Ridge,Internal balanced 5-fold CV,30,0.08920143371394158,0.12549922135238584,0.9478121099174103
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,Ridge,Ridge,External validation,8,0.10127348590060722,0.15782343790719722,0.7972641068373361
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,XGBoost,XGBoost,Internal balanced 5-fold CV,30,0.10641680514085103,0.1281896304490259,0.9455505537304568
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,XGBoost,XGBoost,External validation,8,0.07505331799226908,0.09331179717601304,0.9291302739995764
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,ExtraTrees,Extra Trees,Internal balanced 5-fold CV,30,0.08298862234710243,0.10481466939877288,0.963597449408523
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,ExtraTrees,Extra Trees,External validation,8,0.08052893937055572,0.14966073786063436,0.8176929725625404
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,RandomForest,Random forest,Internal balanced 5-fold CV,30,0.12187909779122456,0.14985113209391818,0.9255940385232372
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,RandomForest,Random forest,External validation,8,0.08970104161504544,0.14695470822140655,0.8242259921119073
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GradientBoosting,Gradient boosting,Internal balanced 5-fold CV,30,0.07940804694384408,0.09774488619698403,0.9683425618507187
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GradientBoosting,Gradient boosting,External validation,8,0.08020790095695862,0.14292090139595787,0.8337433065323563
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GPR_Matern_ARD,GPR-Matern-ARD,Internal balanced 5-fold CV,30,10.060088119763517,11.50990537522742,0.9117474578417635
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GPR_Matern_ARD,GPR-Matern-ARD,External validation,8,15.212747617696351,17.18073676827704,0.40596627476435954
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,KernelRidge_RBF,KRR-RBF,Internal balanced 5-fold CV,30,9.555798352776543,12.509595424199949,0.8957513963820873
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,KernelRidge_RBF,KRR-RBF,External validation,8,19.0617337143174,21.2876335841328,0.08802631552072882
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,SVR_RBF,SVR-RBF,Internal balanced 5-fold CV,30,18.072816768659262,23.47297151770928,0.632954535964486
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,SVR_RBF,SVR-RBF,External validation,8,13.878945713322283,15.4863340497391,0.5173583686758331
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,Ridge,Ridge,Internal balanced 5-fold CV,30,11.575568122025635,13.815558075458778,0.8728487648026075
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,Ridge,Ridge,External validation,8,18.91635635525993,21.187220028665042,0.09660956567308188
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,XGBoost,XGBoost,Internal balanced 5-fold CV,30,9.207349179077148,11.552577391394035,0.9110918669070163
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,XGBoost,XGBoost,External validation,8,27.837138051986695,34.64229017089396,-1.4151311776533206
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,Internal balanced 5-fold CV,30,9.383896695999615,11.278914897058597,0.9152541661232693
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,External validation,8,19.044909534722194,21.375256585876638,0.08050323111897528
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,Internal balanced 5-fold CV,30,10.936065201507107,13.590007029215387,0.8769665844883012
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,External validation,8,27.287502301933067,32.440650779363665,-1.1179058495133916
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,Internal balanced 5-fold CV,30,10.206414625649023,13.249503009179493,0.88305466721135
laos,formulation_Gp1Hz_eta50,formulation + $G'$ 1 Hz + $\eta_{50}$,"yp_pct,xanthan_pct,log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,External validation,8,27.70862240010007,34.695760636536924,-1.4225924540635515
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GPR_Matern_ARD,GPR-Matern-ARD,Internal balanced 5-fold CV,30,0.12946514771611967,0.16025689454163733,0.9149016534485052
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GPR_Matern_ARD,GPR-Matern-ARD,External validation,8,0.09911305022551684,0.16277992531634503,0.7843302000440864
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,KernelRidge_RBF,KRR-RBF,Internal balanced 5-fold CV,30,0.14426689455928104,0.1742492272836693,0.8993927221936023
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,KernelRidge_RBF,KRR-RBF,External validation,8,0.1180954764098559,0.2016979977774038,0.6688758779174317
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,SVR_RBF,SVR-RBF,Internal balanced 5-fold CV,30,0.135296630200796,0.17926387644578573,0.8935187248338516
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,SVR_RBF,SVR-RBF,External validation,8,0.12034642116018346,0.15977709975053778,0.7922137941374765
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,Ridge,Ridge,Internal balanced 5-fold CV,30,0.14435457145040712,0.16688601326228264,0.9077157565317604
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,Ridge,Ridge,External validation,8,0.10468683716777108,0.149678740764499,0.8176491099792428
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,XGBoost,XGBoost,Internal balanced 5-fold CV,30,0.1940431151155562,0.24567258358864666,0.8000133237394049
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,XGBoost,XGBoost,External validation,8,0.10090309845088871,0.13146143181222172,0.8593355469389641
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,ExtraTrees,Extra Trees,Internal balanced 5-fold CV,30,0.14924652734750418,0.17638306605386064,0.8969135814072584
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,ExtraTrees,Extra Trees,External validation,8,0.09812583224492114,0.16604089445085926,0.7756026239985458
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,RandomForest,Random forest,Internal balanced 5-fold CV,30,0.15388394156039992,0.18493389360814871,0.886676311076664
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,RandomForest,Random forest,External validation,8,0.1330288232176895,0.21139980711258355,0.6362551785083634
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GradientBoosting,Gradient boosting,Internal balanced 5-fold CV,30,0.1580824734800977,0.18994818244430725,0.8804476930319824
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_stress,log10_break_stress_Pa,LAOS breaking stress,GradientBoosting,Gradient boosting,External validation,8,0.1811804287956631,0.2550915036268002,0.47036139478551464
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GPR_Matern_ARD,GPR-Matern-ARD,Internal balanced 5-fold CV,30,21.444096642124347,26.48831507062916,0.5325960427689479
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GPR_Matern_ARD,GPR-Matern-ARD,External validation,8,12.800602952284093,15.652773717671895,0.5069282190334264
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,KernelRidge_RBF,KRR-RBF,Internal balanced 5-fold CV,30,20.527804178744095,25.99312025280304,0.549908771057572
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,KernelRidge_RBF,KRR-RBF,External validation,8,13.451626780076634,16.69869470357136,0.43883240607026996
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,SVR_RBF,SVR-RBF,Internal balanced 5-fold CV,30,22.53146504465201,30.029541684563604,0.39926750331045324
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,SVR_RBF,SVR-RBF,External validation,8,14.350143290086546,15.737360243757447,0.5015847672805678
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,Ridge,Ridge,Internal balanced 5-fold CV,30,21.482341839439258,25.93043021302193,0.5520772072363893
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,Ridge,Ridge,External validation,8,13.628458411941708,16.21061769483375,0.47115712020223555
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,XGBoost,XGBoost,Internal balanced 5-fold CV,30,22.80453776855469,28.912981000612252,0.44310994859564423
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,XGBoost,XGBoost,External validation,8,18.496232551574707,23.395296032920175,-0.10150031073999966
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,Internal balanced 5-fold CV,30,22.316941622646663,26.761196548754803,0.5229160862690758
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,ExtraTrees,Extra Trees,External validation,8,13.48180991978082,16.999707294050758,0.41841871668697395
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,Internal balanced 5-fold CV,30,23.326696747156085,28.216895939264145,0.46960161758145924
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,RandomForest,Random forest,External validation,8,14.56403287899081,18.829990583907705,0.2864445297754079
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,Internal balanced 5-fold CV,30,22.819809942555157,29.979190062768467,0.40128035431914355
laos,Gp1Hz_eta50,$G'$ 1 Hz + $\eta_{50}$,"log10_Gp_1Hz,log10_eta_50",break_strain,break_strain_pct,LAOS breaking strain,GradientBoosting,Gradient boosting,External validation,8,18.343270167072006,23.72513121715911,-0.13277793331335186
